"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2284","Complete E2E flow","chromium","Wed Apr 15 21:48:22 IST 2026","passed","Wed Apr 15 21:48:24 IST 2026","","e2e.spec.ts","",""
